time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452900000	14.1564	8.53489	-1.7559	0.808816	0	lidar	9470.6	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	14.1538	8.54113	-1.81776	0.81424	0	radar	882.943	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	14.0722	8.57694	-1.82403	0.825761	0	lidar	9169.07	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	14.0689	8.58307	-1.86721	0.829923	0	radar	898.201	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	13.9861	8.617	-1.87326	0.841143	0	lidar	9173.72	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	13.981	8.62257	-1.91715	0.84532	0	radar	993.144	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	13.8961	8.65208	-1.92272	0.855789	0	lidar	8930.83	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	13.8915	8.65778	-1.96572	0.859875	0	radar	965.072	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	13.8047	8.68664	-1.97125	0.870324	0	lidar	9276.83	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	13.799	8.69171	-2.02501	0.875011	0	radar	1001.29	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	13.7111	8.71672	-2.03012	0.884773	0	lidar	9033.08	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	13.7051	8.722	-2.07451	0.888881	0	radar	1070.24	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	13.6148	8.74432	-2.07936	0.898245	0	lidar	9188.33	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	13.6085	8.74923	-2.11783	0.9019	0	radar	1021.73	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	13.5196	8.76991	-2.12245	0.910871	0	lidar	8883.03	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	13.5117	8.77405	-2.17108	0.915068	0	radar	1108.47	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	13.4203	8.79169	-2.17542	0.923584	0	lidar	9064.26	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	13.4118	8.79589	-2.2281	0.928031	0	radar	1240.98	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	13.3229	8.81101	-2.23208	0.935914	0	lidar	8464.64	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	13.3141	8.81488	-2.28211	0.940116	0	radar	1224.51	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	13.2217	8.82747	-2.2859	0.947699	0	lidar	8935.71	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	13.2122	8.83108	-2.32523	0.951218	0	radar	1259.8	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	13.1227	8.84207	-2.32876	0.958331	0	lidar	8396.49	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	13.1119	8.84524	-2.36465	0.961603	0	radar	1368.18	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	13.0198	8.85303	-2.36789	0.96824	0	lidar	8699.63	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	13.0093	8.85651	-2.40429	0.971558	0	radar	1393.78	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	12.9177	8.86268	-2.40734	0.97785	0	lidar	8604.52	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	12.906	8.86564	-2.44299	0.981072	0	radar	1516.98	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	12.8113	8.8683	-2.44572	0.986851	0	lidar	9034.21	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	12.7988	8.87053	-2.47468	0.989575	0	radar	1486.17	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	12.7039	8.87142	-2.47721	0.995021	0	lidar	9101	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	12.6914	8.87387	-2.51536	0.998284	0	radar	1587.72	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	12.5968	8.87177	-2.51755	1.00313	0	lidar	8993.69	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	12.583	8.87379	-2.55446	1.00628	0	radar	1751.72	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	12.4891	8.87091	-2.55654	1.01095	0	lidar	8987.54	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	12.4754	8.87295	-2.58629	1.01368	0	radar	1719.43	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	12.3818	8.86764	-2.58807	1.01785	0	lidar	8945.89	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	12.3672	8.8698	-2.6213	1.02083	0	radar	1966.46	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	12.2731	8.86	-2.62259	1.02415	0	lidar	9036.07	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	12.2585	8.86183	-2.64864	1.02668	0	radar	1895.35	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	12.1641	8.85105	-2.64981	1.02982	0	lidar	9205.11	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	12.1481	8.85291	-2.67673	1.03246	0	radar	2247.1	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	12.0547	8.84052	-2.67768	1.03523	0	lidar	9135.38	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	12.0395	8.84232	-2.70189	1.03766	0	radar	2043.85	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	11.9448	8.82736	-2.70256	1.04	0	lidar	9526.71	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	11.9279	8.82935	-2.7188	1.04214	0	radar	2497.31	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	11.833	8.81203	-2.71918	1.04403	0	lidar	9713.78	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	11.8161	8.8137	-2.7405	1.04636	0	radar	2450.98	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	11.7229	8.79582	-2.74076	1.04805	0	lidar	9531.6	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	11.705	8.79697	-2.7525	1.04985	0	radar	2590.54	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	11.6119	8.77634	-2.75241	1.051	0	lidar	9713.12	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	11.5936	8.77849	-2.76744	1.05316	0	radar	2955.24	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	11.4998	8.7548	-2.767	1.05375	0	lidar	10101.2	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	11.4803	8.75647	-2.77349	1.05546	0	radar	3183.33	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	11.3861	8.73106	-2.77283	1.05573	0	lidar	10407.2	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	11.3664	8.73305	-2.78178	1.05763	0	radar	3348.66	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	11.2717	8.7052	-2.78083	1.05746	0	lidar	10800.7	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	11.251	8.70739	-2.77906	1.05891	0	radar	3740.63	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	11.1556	8.67762	-2.77787	1.05839	0	lidar	11235.2	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	11.135	8.68064	-2.7768	1.06002	0	radar	3943.96	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	11.0417	8.65003	-2.77543	1.05923	0	lidar	11031.5	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	11.021	8.65343	-2.76365	1.06039	0	radar	4111.55	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	10.9271	8.62069	-2.76202	1.05921	0	lidar	11472	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	10.905	8.62458	-2.74404	1.0602	0	radar	4803.87	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	10.8112	8.58919	-2.74206	1.0585	0	lidar	11875.2	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	10.7885	8.59359	-2.72135	1.05946	0	radar	5201.88	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	10.6942	8.55647	-2.71915	1.05745	0	lidar	12344.9	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	10.6709	8.56121	-2.68488	1.05777	0	radar	5629.61	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	10.5761	8.52195	-2.68241	1.05537	0	lidar	12848.6	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	10.5528	8.528	-2.64265	1.0556	0	radar	6196.67	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	10.4605	8.48824	-2.64003	1.05296	0	lidar	12551.7	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	10.4368	8.49466	-2.59851	1.05313	0	radar	6489.68	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	10.3446	8.45326	-2.59566	1.05017	0	lidar	12930	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	10.3197	8.46062	-2.54667	1.05012	0	radar	7493.32	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	10.227	8.4171	-2.54355	1.04676	0	lidar	13510.5	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	10.2031	8.42594	-2.4952	1.04691	0	radar	7719.17	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	10.1105	8.3808	-2.49186	1.04323	0	lidar	13917.5	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	10.0865	8.38929	-2.43546	1.04279	0	radar	7681.79	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	9.99203	8.3434	-2.43206	1.03906	0	lidar	14677.1	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	9.96709	8.35237	-2.36703	1.03816	0	radar	8394.11	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	9.87348	8.30344	-2.36322	1.03379	0	lidar	15186.1	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	9.84845	8.31363	-2.29982	1.03312	0	radar	9003.17	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	9.75388	8.26403	-2.29594	1.02868	0	lidar	15749.7	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	9.72941	8.27475	-2.22246	1.02734	0	radar	9110.84	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	9.63553	8.22298	-2.21829	1.02244	0	lidar	16203.6	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	9.61208	8.23464	-2.1498	1.02143	0	radar	9022.92	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	9.5169	8.18191	-2.14554	1.01641	0	lidar	16936.4	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	9.4935	8.1942	-2.07347	1.01518	0	radar	9346.14	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	9.39933	8.13926	-2.06891	1.00966	0	lidar	17373.8	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	9.37577	8.15214	-1.99881	1.00858	0	radar	9679.93	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	9.28112	8.09695	-1.99424	1.00304	0	lidar	17790.8	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	9.25824	8.11098	-1.92241	1.00191	0	radar	9972.74	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	9.16281	8.05525	-1.9178	0.996316	0	lidar	18349.5	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	9.13968	8.06904	-1.84435	0.994934	0	radar	9934.64	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	9.04313	8.01035	-1.83942	0.988825	0	lidar	19566.9	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	9.02063	8.02507	-1.76705	0.987555	0	radar	10084.9	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	8.92336	7.96476	-1.76195	0.981171	0	lidar	20417.5	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	8.9013	7.98005	-1.69456	0.980249	0	radar	10069	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	8.80463	7.91903	-1.68938	0.973693	0	lidar	20706	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	8.78269	7.93428	-1.62207	0.972677	0	radar	9914.22	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	8.68412	7.87193	-1.6168	0.96597	0	lidar	21847.5	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	8.66273	7.88822	-1.54733	0.96487	0	radar	10219.4	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	8.56474	7.82527	-1.542	0.958016	0	lidar	22134	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	8.54311	7.84135	-1.47615	0.957085	0	radar	10070	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	8.44498	7.77882	-1.4709	0.950321	0	lidar	22346.4	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	8.42445	7.79614	-1.4034	0.94936	0	radar	10253.7	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	8.32569	7.73111	-1.3979	0.942146	0	lidar	23518.7	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	8.30611	7.74877	-1.32747	0.94089	0	radar	10005.5	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	8.20545	7.68302	-1.32196	0.933643	0	lidar	24587.6	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	8.18529	7.70088	-1.25313	0.932507	0	radar	10248.3	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	8.08303	7.63371	-1.24752	0.925075	0	lidar	25814	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	8.06356	7.65201	-1.17956	0.923984	0	radar	10101.1	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	7.96017	7.58418	-1.17394	0.916491	0	lidar	26693.6	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	7.94073	7.60305	-1.10924	0.915706	0	radar	10261.4	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	7.83927	7.53547	-1.10366	0.908158	0	lidar	26348.2	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	7.82021	7.55466	-1.04027	0.907465	0	radar	10170.5	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	7.71781	7.48697	-1.03474	0.899952	0	lidar	27009.5	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	7.69923	7.50681	-0.9769	0.899768	0	radar	10168.7	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	7.59522	7.43848	-0.971372	0.892223	0	lidar	28075.5	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	7.57707	7.45864	-0.906185	0.891413	0	radar	10211.8	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	7.47264	7.39014	-0.900693	0.883861	0	lidar	28618.4	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	7.45466	7.4107	-0.845451	0.883918	0	radar	10106.7	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	7.34711	7.341	-0.839935	0.876309	0	lidar	30437.9	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	7.33009	7.36226	-0.779946	0.876001	0	radar	10134.5	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	7.22343	7.29341	-0.774556	0.868514	0	lidar	30212.9	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	7.20604	7.31459	-0.723463	0.868946	0	radar	9951.07	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	7.09757	7.24453	-0.718029	0.861328	0	lidar	31644.7	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	7.08089	7.26646	-0.659171	0.861161	0	radar	10172.9	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	6.97156	7.19612	-0.653773	0.853539	0	lidar	32436.6	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	6.95481	7.21859	-0.601773	0.854048	0	radar	10288.5	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	6.8438	7.14919	-0.596553	0.846705	0	lidar	33139.5	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	6.82788	7.17244	-0.544645	0.8473	0	radar	10376.4	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	6.71512	7.10144	-0.539343	0.839749	0	lidar	34781.1	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	6.69924	7.12473	-0.492563	0.840782	0	radar	10172.3	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	6.58581	7.05408	-0.48736	0.83334	0	lidar	35336.3	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	6.57029	7.07742	-0.4406	0.834353	0	radar	9969.39	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	6.45668	7.00812	-0.435586	0.827185	0	lidar	35353.8	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	6.44032	7.03154	-0.391077	0.828447	0	radar	10114.3	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	6.32478	6.96237	-0.386158	0.821415	0	lidar	36529.1	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	6.3091	6.98725	-0.339444	0.822705	0	radar	10740.4	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	6.19283	6.91797	-0.334576	0.815697	0	lidar	37306.2	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	6.17789	6.94261	-0.292748	0.817329	0	radar	10171.9	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	6.06101	6.87433	-0.288035	0.810552	0	lidar	37650.3	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	6.04591	6.89899	-0.248856	0.812428	0	radar	10070.3	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	5.9289	6.83048	-0.244171	0.805618	0	lidar	38228.3	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	5.9134	6.85534	-0.202871	0.807364	0	radar	10224.7	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	5.79464	6.78753	-0.198326	0.800787	0	lidar	39215.6	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	5.77921	6.81233	-0.158789	0.802674	0	radar	10025.2	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	5.66036	6.74648	-0.154474	0.796486	0	lidar	39022.8	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	5.64547	6.77177	-0.121106	0.798983	0	radar	9994.4	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	5.52539	6.70675	-0.11693	0.793028	0	lidar	39765.8	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	5.51083	6.73183	-0.0839175	0.795501	0	radar	9679.53	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	5.39059	6.66496	-0.0796128	0.7892	0	lidar	40954.2	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	5.37551	6.69118	-0.0463679	0.791896	0	radar	10431.7	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	5.25458	6.62713	-0.0423718	0.78618	0	lidar	40766.2	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	5.24013	6.65333	-0.0124582	0.789138	0	radar	10141.6	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	5.11895	6.5899	-0.00855888	0.783559	0	lidar	41145.9	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	5.10429	6.61634	0.0191303	0.786772	0	radar	10221.6	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	4.9823	6.55317	0.0229581	0.781293	0	lidar	41937.9	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	4.96745	6.57905	0.0451047	0.784908	0	radar	9756.48	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	4.84478	6.5173	0.0487637	0.77974	0	lidar	42284.8	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	4.82963	6.54336	0.0751139	0.78304	0	radar	9922.11	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	4.70571	6.48267	0.07863	0.778147	0	lidar	43070.9	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	4.69003	6.50918	0.100869	0.781927	0	radar	10198.3	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	4.56591	6.45123	0.104115	0.777573	0	lidar	42792.4	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	4.55053	6.47815	0.121263	0.781864	0	radar	10296.5	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	4.42566	6.42085	0.124415	0.777681	0	lidar	43489.4	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	4.41019	6.44714	0.146236	0.781457	0	radar	9927.07	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	4.28644	6.39097	0.149284	0.77743	0	lidar	43007.9	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	4.27102	6.41734	0.16792	0.781503	0	radar	9908.75	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	4.14693	6.36181	0.170887	0.777619	0	lidar	43494.5	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	4.13138	6.38801	0.186071	0.781974	0	radar	9765.31	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	4.0075	6.33564	0.188754	0.778689	0	lidar	42940.8	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	3.9914	6.36248	0.200763	0.78347	0	radar	10236.8	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	3.86866	6.31046	0.203416	0.780192	0	lidar	42673.7	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	3.85223	6.33652	0.21487	0.784897	0	radar	9781.48	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	3.72739	6.2864	0.217319	0.782101	0	lidar	43860.4	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	3.71095	6.31209	0.227951	0.786813	0	radar	9556.18	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	3.58731	6.26325	0.230298	0.784197	0	lidar	43301.6	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	3.57062	6.28929	0.241521	0.788941	0	radar	9865.29	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	3.44689	6.24252	0.243686	0.786729	0	lidar	43328	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	3.42896	6.26833	0.254716	0.791518	0	radar	9958.35	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	3.30608	6.22254	0.256804	0.789446	0	lidar	43060.2	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	3.28887	6.24791	0.265356	0.794332	0	radar	9597.31	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	3.16642	6.20449	0.26725	0.792692	0	lidar	42734.3	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	3.1493	6.23041	0.269481	0.798213	0	radar	9975.25	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	3.02762	6.1892	0.271203	0.796957	0	lidar	42261	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	3.01002	6.21439	0.271531	0.802532	0	radar	9644.29	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	2.89023	6.17492	0.273135	0.801506	0	lidar	41204.5	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	2.87233	6.19935	0.272265	0.807058	0	radar	9284.72	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	2.75321	6.16132	0.273762	0.806272	0	lidar	40991.3	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
